school,district_id,district_name,emh,emh_combined,school_id,achievement_dir,growth_dir,overall_dir
ROCKY MOUNTAIN ACADEMY OF EVERGREEN,1420,JEFFERSON COUNTY R-1,E,False,7462,-1.0,0.0,-1
ROCKY MOUNTAIN ACADEMY OF EVERGREEN,1420,JEFFERSON COUNTY R-1,M,False,7462,0.0,0.0,0
ROCKY MOUNTAIN CLASSICAL ACADEMY,1110,FALCON 49,E,False,7463,0.0,1.0,1
ROCKY MOUNTAIN CLASSICAL ACADEMY,1110,FALCON 49,H,False,7463,-1.0,1.0,0
ROCKY MOUNTAIN CLASSICAL ACADEMY,1110,FALCON 49,M,False,7463,1.0,0.0,1
ROCKY MOUNTAIN ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,False,7464,1.0,1.0,1
ROCKY MOUNTAIN ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,False,7467,1.0,1.0,1
ROCKY MOUNTAIN HIGH SCHOOL,1550,POUDRE R-1,H,False,7470,0.0,1.0,0
ROLLING HILLS ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,7476,0.0,-1.0,-1
RONCALLI MIDDLE SCHOOL,2690,PUEBLO CITY 60,M,False,7481,-1.0,0.0,0
ROOSEVELT EDISON CHARTER SCHOOL,1010,COLORADO SPRINGS 11,E,False,7482,-1.0,-1.0,-1
ROONEY RANCH ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,7483,0.0,1.0,0
ROOSEVELT HIGH SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,H,False,7490,-1.0,-1.0,0
ROSE HILL ELEMENTARY SCHOOL,30,ADAMS COUNTY 14,E,False,7500,0.0,0.0,1
ROSS MONTESSORI SCHOOL,8001,CHARTER SCHOOL INSTITUTE,E,False,7512,0.0,0.0,0
ROSS MONTESSORI SCHOOL,8001,CHARTER SCHOOL INSTITUTE,M,False,7512,1.0,0.0,0
RUDY ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,7513,-1.0,-1.0,0
RUNNING CREEK ELEMENTARY SCHOOL,920,ELIZABETH C-1,E,False,7517,0.0,1.0,1
RUNYON ELEMENTARY SCHOOL,140,LITTLETON 6,E,False,7518,0.0,0.0,0
RUSSELL MIDDLE SCHOOL,1010,COLORADO SPRINGS 11,M,False,7523,-1.0,-1.0,-1
RYAN ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,False,7528,0.0,0.0,1
RYAN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,7529,1.0,1.0,0
RYE ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,False,7530,0.0,0.0,0
CRAVER MIDDLE SCHOOL,2700,PUEBLO COUNTY 70,M,False,7532,0.0,0.0,0
RYE HIGH SCHOOL,2700,PUEBLO COUNTY 70,H,False,7534,-1.0,0.0,0
SABIN WORLD SCHOOL,880,DENVER COUNTY 1,E,False,7554,0.0,-1.0,0
SABIN MIDDLE SCHOOL,1010,COLORADO SPRINGS 11,M,False,7556,0.0,-1.0,-1
SABLE ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,7558,-1.0,0.0,0
SAGEBRUSH ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,7559,0.0,0.0,0
SADDLE RANCH ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,7562,0.0,-1.0,0
ST. VRAIN COMMUNITY MONTOSSORI SCHOOL,470,ST VRAIN VALLEY RE 1J,E,False,7565,0.0,,0
SALIDA HIGH SCHOOL,500,SALIDA R-32,H,False,7568,-1.0,0.0,0
SAMUELS ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,7578,0.0,1.0,0
SANBORN ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,False,7584,0.0,0.0,0
CENTENNIAL ELEMENTARY SCHOOL,640,CENTENNIAL R-1,E,False,7588,0.0,-1.0,-1
SANCHEZ ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,False,7592,1.0,1.0,1
SANDBURG ELEMENTARY SCHOOL,140,LITTLETON 6,E,False,7606,0.0,0.0,0
SAND CREEK ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,7610,0.0,0.0,0
SAND CREEK ELEMENTARY SCHOOL,980,HARRISON 2,E,False,7611,0.0,0.0,0
SANFORD ELEMENTARY SCHOOL,560,SANFORD 6J,E,False,7612,0.0,-1.0,-1
SAND CREEK HIGH SCHOOL,1110,FALCON 49,H,False,7613,0.0,0.0,0
SANFORD JUNIOR/SENIOR HIGH SCHOOL,560,SANFORD 6J,H,False,7616,-1.0,0.0,0
SANFORD JUNIOR/SENIOR HIGH SCHOOL,560,SANFORD 6J,M,False,7616,-1.0,0.0,0
SANGRE DE CRISTO ELEMENTARY SCHOOL,110,SANGRE DE CRISTO RE-22J,E,False,7626,-1.0,0.0,0
SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL,110,SANGRE DE CRISTO RE-22J,H,False,7630,1.0,1.0,1
SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL,110,SANGRE DE CRISTO RE-22J,M,False,7630,1.0,0.0,0
SARAH MILNER ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,False,7640,1.0,-1.0,-1
STANSBERRY ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,False,7650,1.0,1.0,0
SARGENT ELEMENTARY SCHOOL,2750,SARGENT RE-33J,E,False,7660,-1.0,-1.0,-1
SARGENT SENIOR HIGH SCHOOL,2750,SARGENT RE-33J,H,False,7664,0.0,0.0,-1
SARGENT JUNIOR HIGH SCHOOL,2750,SARGENT RE-33J,M,False,7668,1.0,1.0,1
CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL,880,DENVER COUNTY 1,E,False,7694,-1.0,-1.0,-1
SCHMITT ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,7698,0.0,0.0,0
SCOTT ELEMENTARY SCHOOL,3120,GREELEY 6,E,False,7700,0.0,-1.0,-1
COLLEGIATE ACADEMY OF COLORADO,1420,JEFFERSON COUNTY R-1,E,False,7701,0.0,-1.0,0
COLLEGIATE ACADEMY OF COLORADO,1420,JEFFERSON COUNTY R-1,H,False,7701,1.0,1.0,1
COLLEGIATE ACADEMY OF COLORADO,1420,JEFFERSON COUNTY R-1,M,False,7701,0.0,-1.0,0
SCOTT ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,7705,0.0,-1.0,0
SECREST ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,7708,1.0,0.0,1
SECOND CREEK ELEMENTARY SCHOOL,40,BRIGHTON 27J,E,False,7714,0.0,-1.0,-1
SEDALIA ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,7718,0.0,1.0,1
HI PLAINS UNDIVIDED HIGH SCHOOL,1460,HI-PLAINS R-23,H,False,7746,1.0,1.0,1
HI PLAINS UNDIVIDED HIGH SCHOOL,1460,HI-PLAINS R-23,M,False,7746,0.0,,0
SEMPER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,7753,0.0,-1.0,-1
SEVERANCE MIDDLE SCHOOL,3100,WINDSOR RE-4,M,False,7755,0.0,0.0,1
SEVENTH STREET ELEMENTARY SCHOOL,890,DOLORES COUNTY RE NO.2,E,False,7764,-1.0,1.0,1
SHAFFER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,7780,0.0,0.0,1
SILVER CREEK HIGH SCHOOL,470,ST VRAIN VALLEY RE 1J,H,False,7789,0.0,-1.0,0
SHANNER ELEMENTARY SCHOOL,2670,HOLLY RE-3,E,False,7794,1.0,1.0,1
SILVER CREEK ELEMENTARY,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,7795,0.0,-1.0,-1
FLYNN ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,False,7810,-1.0,0.0,-1
SHAW HEIGHTS MIDDLE SCHOOL,70,WESTMINSTER 50,M,False,7812,-1.0,1.0,0
SHAWSHEEN ELEMENTARY SCHOOL,3120,GREELEY 6,E,False,7814,0.0,0.0,0
SHELLEDY ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,False,7832,0.0,1.0,0
SHELTON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,7833,1.0,1.0,0
SHEPARDSON ELEMENTARY SCHOOL,1550,POUDRE R-1,E,False,7834,0.0,0.0,0
SHERIDAN MIDDLE SCHOOL,123,SHERIDAN 2,M,False,7837,-1.0,0.0,-1
SHERIDAN HIGH SCHOOL,123,SHERIDAN 2,H,False,7842,0.0,0.0,0
SHERRELWOOD ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,False,7860,-1.0,1.0,0
SIDE CREEK ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,7865,-1.0,-1.0,-1
SIERRA ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,7870,0.0,1.0,0
SIERRA GRANDE ELEMENTARY SCHOOL,740,SIERRA GRANDE R-30,E,False,7876,0.0,1.0,0
SIERRA GRANDE MIDDLE SCHOOL,740,SIERRA GRANDE R-30,M,False,7878,1.0,1.0,0
SOUTHERN COLORADO EARLY COLLEGE,2700,PUEBLO COUNTY 70,H,False,7879,0.0,0.0,0
SIERRA GRANDE SENIOR HIGH SCHOOL,740,SIERRA GRANDE R-30,H,False,7880,-1.0,-1.0,-1
SIERRA HIGH SCHOOL,980,HARRISON 2,H,False,7882,1.0,1.0,1
SIERRA VISTA ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,False,7886,1.0,1.0,0
CACTUS VALLEY ELEMENTARY SCHOOL,1195,GARFIELD RE-2,E,False,7890,1.0,0.0,0
SILVERHEELS MIDDLE SCHOOL,2610,PARK COUNTY RE-2,M,False,7891,0.0,0.0,0
SILVERTON HIGH SCHOOL,2820,SILVERTON 1,H,False,7904,,,1
SIMLA ELEMENTARY SCHOOL,940,BIG SANDY 100J,E,False,7914,0.0,1.0,1
SIMLA JUNIOR HIGH SCHOOL,940,BIG SANDY 100J,M,False,7918,1.0,1.0,1
SIMLA HIGH SCHOOL,940,BIG SANDY 100J,H,False,7922,-1.0,0.0,0
SINGING HILLS ELEMENTARY SCHOOL,920,ELIZABETH C-1,E,False,7925,1.0,0.0,0
SIXTH AVENUE ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,7932,1.0,-1.0,0
SKINNER MIDDLE SCHOOL,880,DENVER COUNTY 1,M,False,7942,1.0,1.0,1
SKYLINE ELEMENTARY SCHOOL,1140,CANON CITY RE-1,E,False,7950,1.0,-1.0,0
SKYLINE VISTA ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,False,7952,0.0,1.0,1
SKYLINE HIGH SCHOOL,470,ST VRAIN VALLEY RE 1J,H,False,7954,-1.0,0.0,0
SKYVIEW ELEMENTARY SCHOOL,3100,WINDSOR RE-4,E,False,7958,0.0,0.0,-1
SKYVIEW MIDDLE SCHOOL,1110,FALCON 49,M,False,7960,0.0,0.0,0
SLATER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,7962,0.0,0.0,0
SLAVENS K-8 SCHOOL,880,DENVER COUNTY 1,E,False,7972,0.0,0.0,0
SLAVENS K-8 SCHOOL,880,DENVER COUNTY 1,M,False,7972,0.0,0.0,0
SMILEY MIDDLE SCHOOL,880,DENVER COUNTY 1,M,False,7992,-1.0,0.0,0
ESCALANTE MIDDLE SCHOOL,1520,DURANGO 9-R,M,False,7994,0.0,1.0,0
SMITH ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,8006,-1.0,-1.0,-1
SPRINGS RANCH ELEMENTARY SCHOOL,1110,FALCON 49,E,False,8010,0.0,-1.0,-1
SMOKY HILL HIGH SCHOOL,130,CHERRY CREEK 5,H,False,8020,0.0,0.0,0
SOMERLID ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,False,8030,1.0,1.0,1
JOHN W THIMMIG ELEMENTARY SCHOOL,40,BRIGHTON 27J,E,False,8032,0.0,1.0,1
SOARING EAGLES ELEMENTARY SCHOOL,980,HARRISON 2,E,False,8034,0.0,-1.0,0
SOBESKY ACADEMY,1420,JEFFERSON COUNTY R-1,A,True,8036,,,1
SOBESKY ACADEMY,1420,JEFFERSON COUNTY R-1,H,False,8036,,,1
SOPRIS ELEMENTARY SCHOOL,1180,ROARING FORK RE-1,E,False,8038,1.0,1.0,1
SOROCO MIDDLE SCHOOL,2780,SOUTH ROUTT RE 3,M,False,8048,-1.0,1.0,1
SOROCO HIGH SCHOOL,2780,SOUTH ROUTT RE 3,H,False,8050,0.0,-1.0,0
HENRY WORLD SCHOOL GRADES 6-8,880,DENVER COUNTY 1,M,False,8054,1.0,1.0,0
SOUTH ELEMENTARY SCHOOL,40,BRIGHTON 27J,E,False,8060,0.0,0.0,0
MOODY ELEMENTARY SCHOOL,140,LITTLETON 6,E,False,8064,0.0,0.0,0
SOUTH MIDDLE SCHOOL,180,ADAMS-ARAPAHOE 28J,M,False,8078,1.0,0.0,1
SOUTH HIGH SCHOOL,2690,PUEBLO CITY 60,H,False,8082,-1.0,-1.0,-1
WEST DENVER PREP:  FEDERAL CAMPUS,880,DENVER COUNTY 1,M,False,8085,0.0,-1.0,0
SOUTH HIGH SCHOOL,880,DENVER COUNTY 1,H,False,8086,-1.0,0.0,0
DEANE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,8090,0.0,0.0,0
SOUTH LAKEWOOD ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,8102,1.0,1.0,1
SOARING HAWK ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,8106,0.0,0.0,1
SOUTH MESA ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,False,8110,0.0,1.0,0
EDITH TETER ELEMENTARY SCHOOL,2610,PARK COUNTY RE-2,E,False,8114,-1.0,-1.0,-1
SOUTH PARK ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,False,8116,-1.0,1.0,-1
SOUTH PARK HIGH SCHOOL,2610,PARK COUNTY RE-2,H,False,8118,0.0,0.0,0
SOUTH ROUTT ELEMENTARY SCHOOL,2780,SOUTH ROUTT RE 3,E,False,8120,1.0,1.0,1
VENETUCCI ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,False,8122,0.0,1.0,1
SOUTH RIDGE ELEMENTARY AN IB WORLD SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,8126,-1.0,-1.0,-1
SOUTHEAST ELEMENTARY SCHOOL,40,BRIGHTON 27J,E,False,8130,0.0,0.0,0
SOUTHWEST EARLY COLLEGE CHARTER SCHOOL,880,DENVER COUNTY 1,H,False,8132,-1.0,0.0,0
SOUTHWEST OPEN CHARTER SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,H,False,8133,0.0,,0
SOUTHERN HILLS MIDDLE SCHOOL,480,BOULDER VALLEY RE 2,M,False,8135,0.0,0.0,0
SOUTHMOOR ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,8138,0.0,-1.0,-1
SPANGLER ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,False,8140,1.0,1.0,1
SPANN ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,False,8143,1.0,1.0,1
SUMMIT ACADEMY,880,DENVER COUNTY 1,H,False,8145,0.0,,0
SPRINGFIELD ELEMENTARY SCHOOL,250,SPRINGFIELD RE-4,E,False,8160,0.0,0.0,0
SPRINGFIELD JUNIOR HIGH SCHOOL,250,SPRINGFIELD RE-4,M,False,8164,0.0,1.0,1
SPRINGFIELD HIGH SCHOOL,250,SPRINGFIELD RE-4,H,False,8168,-1.0,0.0,0
SPROUL JUNIOR HIGH SCHOOL,990,WIDEFIELD 3,M,False,8178,0.0,0.0,0
SODA CREEK ELEMENTARY SCHOOL,2770,STEAMBOAT SPRINGS RE-2,E,False,8208,0.0,0.0,0
STANDLEY LAKE HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,False,8209,-1.0,-1.0,-1
STEAMBOAT SPRINGS MIDDLE SCHOOL,2770,STEAMBOAT SPRINGS RE-2,M,False,8210,0.0,-1.0,-1
THE STUDIO SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,8211,0.0,0.0,0
STEAMBOAT SPRINGS HIGH SCHOOL,2770,STEAMBOAT SPRINGS RE-2,H,False,8212,0.0,0.0,0
STECK ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,8222,0.0,0.0,0
STELLAR ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,8225,0.0,-1.0,-1
STEDMAN ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,8232,-1.0,-1.0,-1
STEELE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,8242,0.0,-1.0,0
STEELE ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,8246,0.0,-1.0,0
STEIN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,8248,1.0,0.0,0
STERLING MIDDLE SCHOOL,1828,VALLEY RE-1,M,False,8256,-1.0,0.0,-1
STERLING HIGH SCHOOL,1828,VALLEY RE-1,H,False,8260,0.0,0.0,0
STETSON ELEMENTARY SCHOOL,1110,FALCON 49,E,False,8266,0.0,1.0,1
GRAND VALLEY MIDDLE SCHOOL,1220,GARFIELD 16,M,False,8274,0.0,-1.0,-1
STEM SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,8275,0.0,0.0,0
STOBER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,8276,0.0,1.0,1
STONY CREEK ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,8280,0.0,0.0,0
STOTT ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,8300,1.0,1.0,1
STOVE PRAIRIE ELEMENTARY SCHOOL,1550,POUDRE R-1,E,False,8318,-1.0,,0
STRASBURG ELEMENTARY SCHOOL,60,STRASBURG 31J,E,False,8328,0.0,0.0,1
HEMPHILL MIDDLE SCHOOL,60,STRASBURG 31J,M,False,8332,0.0,0.0,0
STRASBURG HIGH SCHOOL,60,STRASBURG 31J,H,False,8334,-1.0,0.0,0
STRATMOOR HILLS ELEMENTARY SCHOOL,980,HARRISON 2,E,False,8337,-1.0,-1.0,-1
STRATTON ELEMENTARY SCHOOL,1480,STRATTON R-4,E,False,8342,-1.0,0.0,1
STRATTON ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,8346,0.0,-1.0,-1
STRATTON MEADOWS ELEMENTARY SCHOOL,980,HARRISON 2,E,False,8350,0.0,0.0,1
STRATTON MIDDLE SCHOOL,1480,STRATTON R-4,M,False,8351,-1.0,0.0,0
STRATTON SENIOR HIGH SCHOOL,1480,STRATTON R-4,H,False,8354,-1.0,-1.0,-1
WILLIAM SMITH HIGH SCHOOL,180,ADAMS-ARAPAHOE 28J,H,False,8356,0.0,1.0,0
STRAWBERRY PARK ELEMENTARY SCHOOL,2770,STEAMBOAT SPRINGS RE-2,E,False,8358,0.0,1.0,1
SPACE TECHNOLOGY AND ARTS ACADEMY (STAR ACADEMY),1010,COLORADO SPRINGS 11,E,False,8359,1.0,1.0,0
SPACE TECHNOLOGY AND ARTS ACADEMY (STAR ACADEMY),1010,COLORADO SPRINGS 11,M,False,8359,-1.0,-1.0,-1
STUKEY ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,8361,1.0,1.0,1
DILLON VALLEY ELEMENTARY SCHOOL,3000,SUMMIT RE-1,E,False,8370,1.0,1.0,1
BRECKENRIDGE ELEMENTARY SCHOOL,3000,SUMMIT RE-1,E,False,8372,0.0,1.0,0
FRISCO ELEMENTARY SCHOOL,3000,SUMMIT RE-1,E,False,8374,-1.0,-1.0,-1
SILVERTHORNE ELEMENTARY SCHOOL,3000,SUMMIT RE-1,E,False,8376,0.0,1.0,1
SUMMIT MIDDLE SCHOOL,3000,SUMMIT RE-1,M,False,8377,0.0,1.0,1
SUMMIT HIGH SCHOOL,3000,SUMMIT RE-1,H,False,8378,0.0,1.0,0
SUMMIT ELEMENTARY SCHOOL,3020,WOODLAND PARK RE-2,E,False,8379,0.0,1.0,1
SUMMIT ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,8380,-1.0,0.0,-1
SUMMIT RIDGE MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,False,8381,0.0,0.0,0
SUMMIT VIEW ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,8382,0.0,0.0,0
SUMMIT COVE ELEMENTARY SCHOOL,3000,SUMMIT RE-1,E,False,8385,-1.0,0.0,-1
SUMMIT MIDDLE CHARTER SCHOOL,480,BOULDER VALLEY RE 2,M,False,8387,0.0,0.0,0
SUNNYSIDE ELEMENTARY SCHOOL,1520,DURANGO 9-R,E,False,8388,-1.0,0.0,-1
SUNRISE ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,False,8392,0.0,-1.0,0
SUNRISE ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,8394,0.0,0.0,-1
SUNSET ELEMENTARY SCHOOL,2020,MOFFAT COUNTY RE:NO 1,E,False,8398,0.0,0.0,-1
SUNSET PARK ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,False,8402,-1.0,-1.0,0
SUNSET RIDGE ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,False,8406,-1.0,-1.0,-1
SUPERIOR ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,False,8418,0.0,0.0,0
SURFACE CREEK VISION SCHOOL,870,DELTA COUNTY 50(J),E,False,8419,-1.0,,-1
SURFACE CREEK VISION SCHOOL,870,DELTA COUNTY 50(J),H,False,8419,0.0,0.0,-1
SURFACE CREEK VISION SCHOOL,870,DELTA COUNTY 50(J),M,False,8419,1.0,0.0,1
SWALLOWS CHARTER ACADEMY,2700,PUEBLO COUNTY 70,E,False,8420,-1.0,-1.0,-1
SWALLOWS CHARTER ACADEMY,2700,PUEBLO COUNTY 70,M,False,8420,0.0,-1.0,-1
SWANSEA ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,8422,0.0,0.0,0
SWANSON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,8432,0.0,0.0,0
SWINK ELEMENTARY SCHOOL,2570,SWINK 33,E,False,8452,1.0,0.0,0
SWINK JUNIOR-SENIOR HIGH SCHOOL,2570,SWINK 33,H,False,8456,0.0,0.0,0
SWINK JUNIOR-SENIOR HIGH SCHOOL,2570,SWINK 33,M,False,8456,1.0,1.0,0
JACK SWIGERT AEROSPACE ACADEMY,1010,COLORADO SPRINGS 11,M,False,8457,0.0,0.0,1
RANGE VIEW ELEMENTARY,3100,WINDSOR RE-4,E,False,8459,0.0,0.0,0
TAVELLI ELEMENTARY SCHOOL,1550,POUDRE R-1,E,False,8460,0.0,-1.0,-1
TAYLOR ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,False,8462,0.0,1.0,1
TAYLOR ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,8466,0.0,0.0,1
TELLER ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,8776,0.0,-1.0,-1
TCA COLLEGE PATHWAYS,1040,ACADEMY 20,H,False,8779,0.0,0.0,0
TCA COLLEGE PATHWAYS,1040,ACADEMY 20,M,False,8779,0.0,,-1
TELLURIDE ELEMENTARY SCHOOL,2830,TELLURIDE R-1,E,False,8786,0.0,0.0,0
TELLURIDE MIDDLE SCHOOL,2830,TELLURIDE R-1,M,False,8790,-1.0,-1.0,-1
VISTA RIDGE HIGH SCHOOL,1110,FALCON 49,H,False,8791,-1.0,0.0,0
TWO ROADS CHARTER SCHOOL,1420,JEFFERSON COUNTY R-1,H,False,8793,0.0,,0
TELLURIDE HIGH SCHOOL,2830,TELLURIDE R-1,H,False,8794,0.0,0.0,0
TENNYSON KNOLLS ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,False,8798,-1.0,0.0,0
THE CONNECT CHARTER SCHOOL,2700,PUEBLO COUNTY 70,M,False,8810,0.0,-1.0,-1
THE DA VINCI ACADEMY SCHOOL,1040,ACADEMY 20,E,False,8813,0.0,-1.0,0
TURNBERRY ELEMENTARY,40,BRIGHTON 27J,E,False,8820,0.0,0.0,0
THOMAS JEFFERSON HIGH SCHOOL,880,DENVER COUNTY 1,H,False,8822,0.0,0.0,-1
THOMPSON VALLEY HIGH SCHOOL,1560,THOMPSON R2-J,H,False,8824,0.0,0.0,0
THOMAS MACLAREN STATE CHARTER SCHOOL,8001,CHARTER SCHOOL INSTITUTE,H,False,8825,0.0,0.0,0
THOMAS MACLAREN STATE CHARTER SCHOOL,8001,CHARTER SCHOOL INSTITUTE,M,False,8825,1.0,-1.0,-1
THOMSON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,8834,0.0,1.0,0
THORNTON ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,8842,0.0,1.0,0
THUNDER MOUNTAIN ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,False,8846,-1.0,-1.0,-1
THUNDERRIDGE HIGH SCHOOL,900,DOUGLAS COUNTY RE 1,H,False,8847,0.0,0.0,0
THUNDER RIDGE MIDDLE SCHOOL,130,CHERRY CREEK 5,M,False,8848,0.0,0.0,0
TIMBERLINE ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,8850,0.0,1.0,1
TIMBERVIEW MIDDLE SCHOOL,1040,ACADEMY 20,M,False,8851,0.0,-1.0,-1
TIMNATH ELEMENTARY SCHOOL,1550,POUDRE R-1,E,False,8852,0.0,0.0,0
TIMBER TRAIL ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,8853,0.0,-1.0,-1
TOLLGATE ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,8858,-1.0,0.0,-1
TOPE ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,False,8876,0.0,0.0,-1
TRAILS WEST ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,8887,0.0,-1.0,0
TRAYLOR ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,8888,0.0,0.0,0
TRAILBLAZER ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,8897,0.0,0.0,0
TRAILBLAZER ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,8902,-1.0,0.0,-1
TRAIL RIDGE MIDDLE SCHOOL,470,ST VRAIN VALLEY RE 1J,M,False,8903,0.0,1.0,0
TRINIDAD HIGH SCHOOL,1580,TRINIDAD 1,H,False,8906,-1.0,-1.0,-1
TREVISTA ECE-8 AT HORACE MANN,880,DENVER COUNTY 1,E,False,8909,1.0,1.0,1
TREVISTA ECE-8 AT HORACE MANN,880,DENVER COUNTY 1,M,False,8909,-1.0,-1.0,-1
TRUSCOTT ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,False,8918,0.0,0.0,1
TURMAN ELEMENTARY SCHOOL,980,HARRISON 2,E,False,8923,0.0,-1.0,-1
TURNER MIDDLE SCHOOL,1560,THOMPSON R2-J,M,False,8925,0.0,-1.0,-1
TWIN PEAKS CHARTER ACADEMY,470,ST VRAIN VALLEY RE 1J,E,False,8927,1.0,0.0,0
TWIN PEAKS CHARTER ACADEMY,470,ST VRAIN VALLEY RE 1J,M,False,8927,0.0,-1.0,-1
